contract_id,contract_title,full_contract_text,chapter_number,chapter_title,section_reference,category_derived_non_canonical,canonical_version,status
GP-631,GainPilot ska realiseras stegvis,"Den fulla visionen får inte implementeras som ett enda odelat projekt; varje stage ska skapa ett användbart, verifierbart och arkitektoniskt hållbart resultat.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,roadmap,v1.0,Canonical Review Candidate
GP-632,Första versionen ska vara liten men arkitektoniskt korrekt,"Stage 1 får begränsa funktioner och målgrupper men ska använda stabil identitet, versionering, scope, provenance, permission och spårbar förändring där dessa behövs.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-633,Roadmapinitiativ ska beskriva problem och utfall,"Arbete får inte prioriteras enbart som en featurelista utan ska ange målgrupp, problem, avsett värde, evidens och guardrails.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-634,Roadmapen ska vara kontraktsmedveten,"Varje betydelsefullt initiativ ska kopplas till berörda GP-kontrakt och tydligt ange vilka delar som implementeras, förbereds eller ligger utanför scope.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,roadmap,v1.0,Canonical Review Candidate
GP-635,Capabilitymognad ska beskrivas ärligt,"Prototype, implementation, test, production readiness, release och verifierad effekt ska vara separata statusar och får inte användas som synonymer.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-636,Kärnvärdekedjan ska prioriteras,"Onboarding, program, planerat pass, aktivt genomförande, loggning, återkoppling och nästa anpassning ska fungera sammanhängande före omfattande sidofunktioner.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-637,GainPilot ska föredra vertikala slices,"Nya produktförmågor ska där möjligt levereras genom en tunn men komplett kedja över UI, domän, data, agent, säkerhet och observability.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-638,Omnira-komplexitet ska följa verkligt produktbehov,"Generiska agent-, plattforms- och enterprise-capabilities får inte byggas långt före det GainPilot-flöde som behöver dem.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-639,Roadmapen ska begränsa work in progress,GainPilot ska prioritera verifierad completion framför många samtidiga halvfärdiga initiativ.,31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,roadmap,v1.0,Canonical Review Candidate
GP-640,Stageövergång ska kräva explicit acceptans,Nästa mognadsstage får inte anses påbörjad eller den föregående avslutad enbart därför att tid gått eller en demo genomförts.,31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-641,Varje stage ska producera evidens,"Scope, implementation, tester, reviews, release, användarfeedback, metrics, avvikelser och kvarvarande risk ska samlas i ett verifierbart stagepaket.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-642,Roadmapbeslut ska hantera antaganden och osäkerhet,"Obekräftade behov, estimat och prognoser ska märkas och få en plan för validering innan de behandlas som stabil grund.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-643,Prioritering ska väga mer än intäkt och popularitet,"Användarvärde, strategisk passform, säkerhet, lärande, beroenden, kostnad, reversibilitet och opportunity cost ska vägas i roadmapbeslut.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-644,En prioriteringsmodell får inte fatta beslut autonomt,"Poäng, analyser och Atlas-rekommendationer ska stödja men inte ersätta ansvarig produktägares bedömning.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-645,Repositoryarbete ska vara isolerat och spårbart,"Varje avgränsad implementation ska använda rätt baslinje, separat branch eller worktree, avgränsade commits, pull request, review och verifierad merge.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-646,Orelaterade ändringar får inte blandas,Förbefintligt eller orelaterat material ska redovisas och lämnas orört om det inte uttryckligen ingår i godkänt scope.,31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-647,Agentproduktion ska begränsas av reviewkapacitet,GainPilot får inte starta mer agentdrivet arbete än vad relevanta människor och kontrollsystem kan granska och verifiera.,31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-648,Merge är inte samma sak som release,"Kodmerge, deployment, featureaktivering, användarlansering och verifierad effekt ska vara separata kontrollerade steg.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-649,Release ska vara gradvis och återställningsbar,"Nya capabilities ska där relevant använda intern release, feature flag, canary, stoppvillkor, rollback eller compensation och post-release-verifiering.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,compliance,v1.0,Canonical Review Candidate
GP-650,"Modell-, prompt- och knowledge-förändringar är releaser","Förändringar i agentbeteende eller canonical kunskapsunderlag ska versioneras, testas, observeras och kunna återställas på samma sätt som kod.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-651,Teknisk skuld ska vara synlig och ägd,"Avsiktliga förenklingar och temporära lösningar ska ha risk, ägare och reviewpunkt och får inte tyst bli permanent canonical arkitektur.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-652,Meningsbärande material ska bevaras före städning,"Canonical böcker, källor, proofs, branches, worktrees och artefakter får inte raderas innan finala versioner, checksummor och säkra kopior har verifierats.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,governance,v1.0,Canonical Review Candidate
GP-653,Avvikelse från canonical kontrakt ska vara explicit,"Implementation får inte tyst omdefiniera eller kringgå ett GP-kontrakt; avvikelse ska dokumenteras, riskbedömas, tidsbegränsas eller leda till canonical revision.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,safety,v1.0,Canonical Review Candidate
GP-654,Canonical kunskap ska kompileras selektivt,"Agenter ska få relevant och minimerad kunskapskontext, inte automatiskt hela bokserien i varje uppgift.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-655,Roadmapeffekt ska mätas efter release,"Initiativ ska följas för adoption, användarvärde, säkerhet, kvalitet, kostnad och oavsiktliga effekter innan de betraktas som fullt verifierade.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-656,Atlas får analysera men inte ensam styra roadmapen,"Atlas ska kunna sammanställa signaler och rekommendera prioritering men stage, budget, riskacceptans och lansering ska beslutas av behörig mänsklig ägare.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-657,Roadmap- och implementationssystemet ska följa full governance,"Initiativ, stages, branches, releases, kontraktsavvikelser och canonical revisioner ska hanteras genom definierat scope, tester, review, canary, evidens och explicit beslut.",31,"Roadmap, genomförande och stegvis realisering",31.294 ARKITEKTURKONTRAKT,roadmap,v1.0,Canonical Review Candidate
GP-658,GainPilot ska vara en full bounded domain inom Omnira,"GainPilot ska ha eget produktansvar, egna dataobjekt, capabilities, policies, kommersiella modeller och operativ status samtidigt som gemensamma Omnira-förmågor återanvänds genom tydliga gränser.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-659,Arnold ska äga den användarnära coachrelationen,"Användarens primära tränings- och kostdialog ska hanteras av Arnold inom GainPilot-domänen, med tydlig identitet, kompetensgräns och capabilitystyrning.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-660,Atlas ska skapa central intelligens utan central övervakning,"Atlas ska få minimerade och ändamålsbegränsade signaler för produkt-, risk-, drift- och affärsanalys men inte obegränsad åtkomst till användarens privata GainPilot-minne.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-661,Hermes ska vara obligatorisk gräns för minne och kontext,"All betydelsefull delning mellan Arnold, Atlas, GainPilot och andra Omnira-domäner ska gå genom scopead retrieval, minimering, provenance och policykontroll.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-662,Delad intelligens ska kombineras med isolerade minnesdomäner,"Generella lärdomar och aggregerade signaler får delas där det är tillåtet, medan privata användar-, tenant- och projektminnen ska förbli isolerade.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-663,GainPilot ska vara adaptivt men inte godtyckligt,"Program-, tränings-, kost- och kalenderförändringar ska bygga på explicit mål, data, programlogik, risk, provenance och authority samt kunna förklaras och korrigeras.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-664,Användaren ska behålla kontrollen,"Användaren ska kunna förstå, godkänna, ändra, överstyra, återkalla, stoppa, exportera och korrigera relevanta delar av GainPilot.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
GP-665,Personalisering ska vara ändamålsbegränsad,"GainPilot får endast använda användarens minne och data för tydliga, tillåtna och förklarbara syften med relevant retention och möjlighet till rättelse.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,memory,v1.0,Canonical Review Candidate
GP-666,Träningshistorik ska bevaras spårbart,"Programändringar, korrigeringar, synk och progression får inte tyst skriva över genomförda pass eller ursprungliga resultat.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-667,Tränings- och kostsystemet ska uttrycka osäkerhet,"Ofullständig data, modellinferens, uppskattade näringsvärden och osäkra träningsbedömningar får inte presenteras som exakt verifierad sanning.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-668,Safety ska prioriteras över prestationsoptimering,"GainPilot ska kunna stoppa eller begränsa progression, program, kostförändring och agentexecution när relevanta säkerhetssignaler eller professionella gränser kräver det.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-669,Motivation får inte bygga på manipulation,"GainPilot får inte använda kroppsskam, skuld, rädsla, tvångsmässig streaklogik eller användarens sårbarhet för att öka träning, retention eller försäljning.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,training,v1.0,Canonical Review Candidate
GP-670,Capabilities ska vara den canonical handlingsgränsen,"Agenthandlingar ska definieras genom versionerade capabilities med input, output, side effects, risk, authority, permission, idempotency och audit.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-671,"Authority ska vara scopead, förtjänad och återkallelig","Autonomi ska definieras per capability, användare, tenant, data, tid och risk, byggas genom verifierad evidens och kunna sänkas eller stoppas omedelbart.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,authority,v1.0,Canonical Review Candidate
GP-672,Confidence får aldrig ersätta mandat,"En agents höga bedömda säkerhet får inte ge större dataåtkomst, tool access eller execution authority.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,agent,v1.0,Canonical Review Candidate
GP-673,Approval ska vara begripligt och meningsfullt,"Användaren ska förstå handling, effekt, kostnad, data, reversibilitet och giltighet, och GainPilot ska motverka både dold execution och approval fatigue.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,nutrition,v1.0,Canonical Review Candidate
GP-674,Safe mode ska bevara användarens kärnförmåga,"Vid allvarlig störning ska GainPilot där möjligt låta användaren läsa verifierad plan, logga lokalt, se status och behålla datakontroll utan nya osäkra writes.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,data,v1.0,Canonical Review Candidate
GP-675,Distribuerade handlingar ska bevara sanningen om utfallet,"Timeout, dubblett, fel ordning, partial execution och unknown outcome ska hanteras genom stabil identitet, idempotency, verifiering och compensation.",32,"Canonical sammanfattning, målbild och slutliga arkitekturprinciper",32.231 ARKITEKTURKONTRAKT,product,v1.0,Canonical Review Candidate
