contract_id,contract_title,full_contract_text,chapter_number,chapter_title,section_reference,normative_term,category_derived_non_canonical,canonical_version,status
MI-32-242,Definition of Ready,Technical prototype FÅR byggas i isolated research mode men FÅR INTE få productionauthority.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.68 Definition of Ready,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-243,Definition of Implemented,"UI-only, API-only eller prompt-only lösning FÅR INTE automatiskt räknas som implemented.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.69 Definition of Implemented,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-244,Definition of Implemented,"Implementation SKA omfatta enforcement path, inte bara intended behavior.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.69 Definition of Implemented,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-245,Definition of Implemented,"External-effect requirement SKA omfatta idempotency, verification och failure handling.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.69 Definition of Implemented,SKA,failure,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-246,Definition of Verified,Verified SKA vara versions- och scopebundet.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.70 Definition of Verified,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-247,Definition of Verified,"Test på annan branch, build eller environment FÅR INTE användas som full verification.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.70 Definition of Verified,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-248,Definition of Verified,"Manual verification SKA dokumentera verifierare, steps och evidence.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.70 Definition of Verified,SKA,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-249,Definition of Canonical Compliance,Canonical compliance SKA vara ett explicit release result.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.71 Definition of Canonical Compliance,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-250,Definition of Canonical Compliance,Partial compliance FÅR INTE presenteras som full compliance.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.71 Definition of Canonical Compliance,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-251,Definition of Canonical Compliance,Brist i absolute prohibition SKA blockera compliance.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.71 Definition of Canonical Compliance,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-252,Definition of Canonical Compliance,Compliance SKA omprövas vid material change.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.71 Definition of Canonical Compliance,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-253,Implementation manifest,Varje material implementation release SKA ha manifest.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.72 Implementation manifest,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-254,Implementation manifest,Manifest SKA identifiera exact canonical book edition.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.72 Implementation manifest,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-255,Implementation manifest,"Manifest FÅR INTE utelämna prompt-, policy- eller providerförändringar.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.72 Implementation manifest,FÅR INTE,provider,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-256,Implementation gaps,Implementation gap SKA registreras.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.73 Implementation gaps,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-257,Implementation gaps,"Gap SKA ha owner, severity, affected scope, workaround och target state.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.73 Implementation gaps,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-258,Implementation gaps,Critical gap SKA blockera affected capability eller begränsa maturity.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.73 Implementation gaps,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-259,Implementation gaps,Gap FÅR INTE döljas i technical debt utan requirement linkage.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.73 Implementation gaps,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-260,Technical debt,Technical debt SKA klassificeras efter risk och governance impact.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.74 Technical debt,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-261,Technical debt,Debt som påverkar absolute prohibition FÅR INTE accepteras som normal backlog.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.74 Technical debt,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-262,Technical debt,Temporary workaround SKA ha expiry och removal condition.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.74 Technical debt,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-263,Deferred capabilities,Deferred capability SKA förbli tekniskt disabled eller inaccessible.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.75 Deferred capabilities,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-264,Deferred capabilities,UI placeholder FÅR INTE ge intryck att capabilityn är säkert implementerad.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.75 Deferred capabilities,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-265,Deferred capabilities,Future architecture FÅR INTE användas som bevis för current compliance.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.75 Deferred capabilities,FÅR INTE,verification,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-266,Exceptions,"Exception SKA ha requirement ID, owner, reason, scope, risk, expiry och compensating controls.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.76 Exceptions,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-267,Exceptions,Absolute prohibition FÅR INTE waivas genom vanlig projectexception.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.76 Exceptions,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-268,Exceptions,Exception SKA vara synlig i compliance result.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.76 Exceptions,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-269,Exceptions,Expired exception SKA blockera fortsatt affected operation.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.76 Exceptions,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-270,Canonical amendment,Implementation team FÅR INTE tyst omtolka canonical requirement.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.77 Canonical amendment,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-271,Canonical amendment,"Proposed amendment SKA ange affected requirements, rationale, risk och migration.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.77 Canonical amendment,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-272,Canonical amendment,Nuvarande canonical requirement SKA fortsätta gälla tills amendment är godkänd.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.77 Canonical amendment,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-273,Canonical amendment,Approved amendment SKA versionsmärkas och propagateras till requirement register och implementation manifest.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.77 Canonical amendment,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-274,Governance precedence,Lägre nivå FÅR INTE överstyra högre nivå.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.78 Governance precedence,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-275,Governance precedence,Conflict SKA identifieras och blockera material action tills resolution.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.78 Governance precedence,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-276,Governance precedence,Prompt FÅR INTE överstyra canonical policy.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.78 Governance precedence,FÅR INTE,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-277,Stage 1 implementation contract,Stage 1 SKA vara governance-first.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.79 Stage 1 implementation contract,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-278,Stage 1 implementation contract,Stage 1 SKA defaulta till per-action approval för materiella external effects.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.79 Stage 1 implementation contract,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-279,Stage 1 implementation contract,"Stage 1 SKA kunna stoppa, pausa och auditera.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.79 Stage 1 implementation contract,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-280,Stage 1 implementation contract,Stage 1 FÅR INTE inkludera unrestricted device control.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.79 Stage 1 implementation contract,FÅR INTE,device,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-281,Stage 1 implementation contract,Stage 1 FÅR INTE inkludera autonomous payments.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.79 Stage 1 implementation contract,FÅR INTE,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-282,Stage 1 implementation contract,Stage 1 FÅR INTE inkludera broad private-message access.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.79 Stage 1 implementation contract,FÅR INTE,privacy,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-283,Stage 1 implementation contract,Stage 1 FÅR INTE inkludera silent authority learning.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.79 Stage 1 implementation contract,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-284,Stage 1 implementation contract,Stage 1 FÅR INTE inkludera full multi-tenant readiness om isolation och offboarding inte är verified.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.79 Stage 1 implementation contract,FÅR INTE,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-285,Stage 1 minimum surfaces,Stage 1 SKA kunna visa canonical project mode och active workflows.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.80 Stage 1 minimum surfaces,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-286,Stage 1 minimum surfaces,Stage 1 SKA kunna visa approval scope och exact account.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.80 Stage 1 minimum surfaces,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-287,Stage 1 minimum surfaces,"Stage 1 SKA kunna visa om result är executing, verifying, verified eller unknown.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.80 Stage 1 minimum surfaces,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-288,Stage 1 minimum surfaces,Stage 1 SKA ha user-facing audit för materiella actions.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.80 Stage 1 minimum surfaces,SKA,audit,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-289,Stage 1 minimum backend controls,Stage 1 SKA ha server-side authority enforcement.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.81 Stage 1 minimum backend controls,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-290,Stage 1 minimum backend controls,Stage 1 SKA ha project- och tenant-ready identifiers även om endast en owner används.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.81 Stage 1 minimum backend controls,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-291,Stage 1 minimum backend controls,"Stage 1 SKA ha versionerade workflows, policies och approvals.",32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.81 Stage 1 minimum backend controls,SKA,authority,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-292,Stage 1 minimum backend controls,Stage 1 SKA ha idempotency för varje implementerad external effect.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.81 Stage 1 minimum backend controls,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-293,Stage 1 minimum backend controls,Stage 1 SKA ha effect registry eller motsvarande för material actions.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.81 Stage 1 minimum backend controls,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-294,Stage 1 minimum backend controls,Stage 1 SKA ha durable emergency-stop state.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.81 Stage 1 minimum backend controls,SKA,general,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-295,Future stages,Framtida stage SKA kräva separat scope- och maturitybeslut.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.82 Future stages,SKA,governance,v1.0,Canonical Edition v1.0 — APPROVED
MI-32-296,Future stages,Roadmap placement FÅR INTE ge current authority.,32,"Mobilupplevelse, daglig drift och canonical implementation contract",32.82 Future stages,FÅR INTE,authority,v1.0,Canonical Edition v1.0 — APPROVED
